holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,adverse_weather,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,temp_scaled,traffic_volume_scaled,congestion_category
None,283.47,0.0,0.0,1,sky is clear,2012-10-03 01:00:00,321,1,Wednesday,0,0.25881904510252074,0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.601079784043192,0.044093406593406596,Low
None,281.18,0.0,0.0,1,sky is clear,2012-10-03 02:00:00,273,2,Wednesday,0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.5667366526694664,0.0375,Low
None,281.09,0.0,0.0,1,sky is clear,2012-10-03 03:00:00,367,3,Wednesday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.5653869226154766,0.05041208791208791,Low
None,279.53,0.0,0.0,1,sky is clear,2012-10-03 04:00:00,814,4,Wednesday,0,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0.5419916016796638,0.11181318681318682,Low
None,278.62,0.0,0.0,1,sky is clear,2012-10-03 05:00:00,2718,5,Wednesday,0,0.9659258262890683,0.25881904510252074,0,1,0,0,0,0,0,0,0,0,0,0,0.5283443311337734,0.37335164835164836,Medium
None,278.23,0.0,0.0,1,sky is clear,2012-10-03 06:00:00,5673,6,Wednesday,0,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.5224955008998204,0.7792582417582418,High
None,278.12,0.0,0.0,1,sky is clear,2012-10-03 08:00:00,6511,8,Wednesday,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.5208458308338334,0.8943681318681319,High
None,282.48,0.0,0.0,1,sky is clear,2012-10-03 09:00:00,5471,9,Wednesday,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,0,0,0,0,0,0,0,0.5862327534493106,0.751510989010989,High
None,291.97,0.0,0.0,1,sky is clear,2012-10-03 12:00:00,5097,12,Wednesday,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.7285542891421721,0.7001373626373626,High
None,293.23,0.0,0.0,1,sky is clear,2012-10-03 13:00:00,4887,13,Wednesday,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.7474505098980208,0.6712912087912087,Medium
None,294.31,0.0,0.0,1,sky is clear,2012-10-03 14:00:00,5337,14,Wednesday,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,0,0,0,0,0.763647270545891,0.7331043956043956,High
None,295.17,0.0,0.0,1,sky is clear,2012-10-03 15:00:00,5692,15,Wednesday,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,0,0,0,0,0.776544691061788,0.7818681318681319,High
None,295.13,0.0,0.0,1,sky is clear,2012-10-03 16:00:00,6137,16,Wednesday,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0.7759448110377924,0.8429945054945055,High
None,293.66,0.0,0.0,20,few clouds,2012-10-03 18:00:00,4623,18,Wednesday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.7538992201559693,0.6350274725274725,Medium
None,290.65,0.0,0.0,20,few clouds,2012-10-03 19:00:00,3591,19,Wednesday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.7087582483503297,0.4932692307692308,Medium
None,288.19,0.0,0.0,20,few clouds,2012-10-03 20:00:00,2898,20,Wednesday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.6718656268746251,0.39807692307692305,Medium
None,287.1,0.0,0.0,1,sky is clear,2012-10-03 21:00:00,2637,21,Wednesday,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0,0,0,0,0,0,0,0.6555188962207563,0.3622252747252747,Medium
None,286.25,0.0,0.0,1,sky is clear,2012-10-03 22:00:00,1777,22,Wednesday,0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,0,0,0,0,0,0,0.642771445710858,0.2440934065934066,Medium
None,285.26,0.0,0.0,1,sky is clear,2012-10-03 23:00:00,1015,23,Wednesday,0,-0.25881904510252157,0.9659258262890681,0,1,0,0,0,0,0,0,0,0,0,0,0.6279244151169766,0.13942307692307693,Low
None,284.55,0.0,0.0,1,sky is clear,2012-10-04 00:00:00,598,0,Thursday,0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.6172765446910621,0.08214285714285714,Low
None,283.47,0.0,0.0,1,sky is clear,2012-10-04 01:00:00,369,1,Thursday,0,0.25881904510252074,0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.601079784043192,0.05068681318681319,Low
None,283.17,0.0,0.0,1,sky is clear,2012-10-04 02:00:00,312,2,Thursday,0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.5965806838632277,0.04285714285714286,Low
None,282.04,0.0,0.0,1,sky is clear,2012-10-04 03:00:00,367,3,Thursday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.5796340731853634,0.05041208791208791,Low
None,281.69,0.0,0.0,1,sky is clear,2012-10-04 04:00:00,835,4,Thursday,0,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0.574385122975405,0.11469780219780219,Low
None,281.32,0.0,0.0,1,sky is clear,2012-10-04 05:00:00,2726,5,Thursday,0,0.9659258262890683,0.25881904510252074,0,1,0,0,0,0,0,0,0,0,0,0,0.5688362327534493,0.37445054945054945,Medium
None,280.74,0.0,0.0,1,sky is clear,2012-10-04 06:00:00,5689,6,Thursday,0,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.5601379724055192,0.781456043956044,High
None,280.57,0.0,0.0,1,sky is clear,2012-10-04 07:00:00,6990,7,Thursday,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,0,0,0,0,0.5575884823035393,0.9601648351648352,High
None,281.86,0.0,0.0,1,sky is clear,2012-10-04 08:00:00,5985,8,Thursday,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.5769346130773849,0.8221153846153846,High
None,284.98,0.0,0.0,1,sky is clear,2012-10-04 09:00:00,5309,9,Thursday,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,0,0,0,0,0,0,0,0.6237252549490107,0.7292582417582417,High
None,289.18,0.0,0.0,1,sky is clear,2012-10-04 10:00:00,4603,10,Thursday,0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0.6867126574685065,0.6322802197802198,Medium
None,291.55,0.0,0.0,1,sky is clear,2012-10-04 11:00:00,4884,11,Thursday,0,0.258819045102521,-0.9659258262890682,0,1,0,0,0,0,0,0,0,0,0,0,0.7222555488902223,0.6708791208791208,Medium
None,294.97,0.0,0.0,1,sky is clear,2012-10-04 12:00:00,5104,12,Thursday,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0.7735452909418121,0.701098901098901,High
None,296.38,0.0,0.0,1,sky is clear,2012-10-04 13:00:00,5178,13,Thursday,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,0,0,0,0,0.7946910617876425,0.7112637362637363,High
None,297.32,0.0,0.0,1,sky is clear,2012-10-04 14:00:00,5501,14,Thursday,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,0,0,0,0,0.8087882423515297,0.7556318681318681,High
None,298.17,0.0,0.0,1,sky is clear,2012-10-04 15:00:00,5713,15,Thursday,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,0,0,0,0,0.821535692861428,0.7847527472527472,High
None,298.06,0.0,0.0,20,few clouds,2012-10-04 16:00:00,6292,16,Thursday,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.8198860227954411,0.8642857142857143,High
None,297.67,0.0,0.0,20,few clouds,2012-10-04 17:00:00,6057,17,Thursday,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.8140371925614881,0.8320054945054945,High
None,296.36,0.0,0.0,40,scattered clouds,2012-10-04 18:00:00,4907,18,Thursday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.7943911217756452,0.6740384615384616,Medium
None,293.85,0.0,0.0,40,scattered clouds,2012-10-04 19:00:00,3503,19,Thursday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.7567486502699465,0.4811813186813187,Medium
None,292.43,0.0,0.0,40,scattered clouds,2012-10-04 20:00:00,3037,20,Thursday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.7354529094181166,0.4171703296703297,Medium
None,291.77,0.0,0.0,75,broken clouds,2012-10-04 21:00:00,2822,21,Thursday,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.7255548890221954,0.38763736263736265,Medium
None,291.36,0.0,0.0,75,broken clouds,2012-10-04 22:00:00,1992,22,Thursday,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.719406118776245,0.27362637362637365,Medium
None,291.12,0.0,0.0,75,broken clouds,2012-10-04 23:00:00,1166,23,Thursday,0,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.7158068386322738,0.16016483516483518,Low
None,290.63,0.0,0.0,75,broken clouds,2012-10-05 00:00:00,627,0,Friday,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.7084583083383323,0.08612637362637363,Low
None,290.46,0.0,0.0,40,scattered clouds,2012-10-05 01:00:00,388,1,Friday,0,0.25881904510252074,0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.7059088182363525,0.053296703296703295,Low
None,289.26,0.0,0.0,0,sky is clear,2012-10-05 03:00:00,368,3,Friday,0,0.7071067811865476,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0.6879124175164967,0.05054945054945055,Low
None,283.21,0.0,0.0,75,broken clouds,2012-10-05 05:00:00,2489,5,Friday,0,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.5971805638872224,0.3418956043956044,Medium
None,282.24,0.0,0.0,90,overcast clouds,2012-10-05 06:00:00,5537,6,Friday,0,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0.5826334733053392,0.760576923076923,High
None,281.69,0.0,0.0,90,overcast clouds,2012-10-05 07:00:00,6628,7,Friday,0,0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.574385122975405,0.9104395604395604,High
None,280.57,0.0,0.0,90,overcast clouds,2012-10-05 08:00:00,5534,8,Friday,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0.5575884823035393,0.7601648351648351,High
None,280.02,0.0,0.0,75,broken clouds,2012-10-05 09:00:00,5403,9,Friday,0,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.5493401319736052,0.7421703296703297,High
None,280.11,0.0,0.0,75,broken clouds,2012-10-05 10:00:00,4770,10,Friday,0,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5506898620275948,0.6552197802197802,Medium
None,280.0,0.0,0.0,90,overcast clouds,2012-10-05 11:00:00,5217,11,Friday,0,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5490401919616078,0.7166208791208791,High
None,280.53,0.0,0.0,90,overcast clouds,2012-10-05 12:00:00,5870,12,Friday,0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5569886022795438,0.8063186813186813,High
None,281.43,0.0,0.0,75,broken clouds,2012-10-05 13:00:00,5967,13,Friday,0,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5704859028194363,0.8196428571428571,High
None,281.78,0.0,0.0,90,overcast clouds,2012-10-05 14:00:00,6108,14,Friday,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5757348530293939,0.839010989010989,High
None,281.91,0.0,0.0,90,overcast clouds,2012-10-05 15:00:00,6128,15,Friday,0,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5776844631073791,0.8417582417582418,High
None,281.73,0.0,0.0,90,overcast clouds,2012-10-05 16:00:00,6069,16,Friday,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.5749850029994006,0.8336538461538462,High
None,281.42,0.0,0.0,90,overcast clouds,2012-10-05 17:00:00,6169,17,Friday,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.5703359328134378,0.8473901098901099,High
None,280.87,0.0,0.0,90,overcast clouds,2012-10-05 18:00:00,5384,18,Friday,0,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5620875824835035,0.7395604395604396,High
None,280.15,0.0,0.0,90,overcast clouds,2012-10-05 19:00:00,4063,19,Friday,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.5512897420515895,0.5581043956043956,Medium
None,279.78,0.0,0.0,90,overcast clouds,2012-10-05 20:00:00,3364,20,Friday,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.5457408518296338,0.4620879120879121,Medium
None,279.65,0.0,0.0,75,broken clouds,2012-10-05 21:00:00,2971,21,Friday,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.5437912417516495,0.4081043956043956,Medium
None,279.22,0.0,0.0,40,scattered clouds,2012-10-05 22:00:00,2450,22,Friday,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.5373425314937018,0.33653846153846156,Medium
None,279.06,0.0,0.0,40,scattered clouds,2012-10-05 23:00:00,1832,23,Friday,0,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.5349430113977206,0.25164835164835164,Medium
None,278.81,0.0,0.0,90,overcast clouds,2012-10-06 00:00:00,1231,0,Saturday,1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5311937612477506,0.1690934065934066,Medium
None,278.55,0.0,0.0,90,overcast clouds,2012-10-06 01:00:00,718,1,Saturday,1,0.25881904510252074,0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.527294541091782,0.09862637362637362,Low
None,278.59,0.0,0.0,90,overcast clouds,2012-10-06 02:00:00,545,2,Saturday,1,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5278944211157767,0.07486263736263736,Low
None,276.99,0.0,0.0,75,broken clouds,2012-10-06 04:00:00,411,4,Saturday,1,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.5038992201559691,0.05645604395604396,Low
None,276.35,0.0,0.0,20,few clouds,2012-10-06 05:00:00,688,5,Saturday,1,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.4943011397720461,0.0945054945054945,Low
None,275.4,0.0,0.0,1,sky is clear,2012-10-06 06:00:00,1352,6,Saturday,1,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0.48005398920215936,0.18571428571428572,Medium
None,275.17,0.0,0.0,1,sky is clear,2012-10-06 07:00:00,2072,7,Saturday,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,0,0,0,0,0.4766046790641876,0.2846153846153846,Medium
None,274.99,0.0,0.0,1,sky is clear,2012-10-06 08:00:00,3342,8,Saturday,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0.4739052189562091,0.45906593406593404,Medium
None,275.09,0.0,0.0,40,scattered clouds,2012-10-06 09:00:00,4258,9,Saturday,1,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.4754049190161965,0.5848901098901099,Medium
None,276.88,0.0,0.0,20,few clouds,2012-10-06 10:00:00,4861,10,Saturday,1,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.5022495500899821,0.6677197802197802,Medium
None,278.04,0.0,0.0,20,few clouds,2012-10-06 11:00:00,5191,11,Saturday,1,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5196460707858432,0.7130494505494506,High
None,279.08,0.0,0.0,40,scattered clouds,2012-10-06 12:00:00,5669,12,Saturday,1,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.535242951409718,0.7787087912087912,High
None,280.12,0.0,0.0,75,broken clouds,2012-10-06 13:00:00,5074,13,Saturday,1,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5508398320335935,0.6969780219780219,High
None,280.25,0.0,0.0,75,broken clouds,2012-10-06 14:00:00,5025,14,Saturday,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5527894421115779,0.6902472527472527,High
None,280.0,0.0,0.0,75,broken clouds,2012-10-06 15:00:00,5153,15,Saturday,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5490401919616078,0.7078296703296704,High
None,279.06,0.0,0.0,90,overcast clouds,2012-10-06 16:00:00,5024,16,Saturday,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.5349430113977206,0.6901098901098901,High
None,278.91,0.0,0.0,90,overcast clouds,2012-10-06 17:00:00,4779,17,Saturday,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.532693461307739,0.656456043956044,Medium
None,278.39,0.0,0.0,90,overcast clouds,2012-10-06 18:00:00,4362,18,Saturday,1,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5248950209958008,0.5991758241758242,Medium
None,278.16,0.0,0.0,90,overcast clouds,2012-10-06 19:00:00,3860,19,Saturday,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.521445710857829,0.5302197802197802,Medium
None,278.16,0.0,0.0,90,overcast clouds,2012-10-06 20:00:00,3160,20,Saturday,1,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.521445710857829,0.4340659340659341,Medium
None,277.93,0.0,0.0,90,overcast clouds,2012-10-06 21:00:00,2992,21,Saturday,1,-0.7071067811865477,0.7071067811865474,0,0,1,0,0,0,0,0,0,0,0,0,0.5179964007198563,0.41098901098901097,Medium
None,276.9,0.0,0.0,90,overcast clouds,2012-10-06 22:00:00,3202,22,Saturday,1,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0.5025494901019795,0.4398351648351648,Medium
None,276.34,0.0,0.0,75,broken clouds,2012-10-06 23:00:00,1941,23,Saturday,1,-0.25881904510252157,0.9659258262890681,0,0,1,0,0,0,0,0,0,0,0,0,0.49415116976604656,0.2666208791208791,Medium
None,276.11,0.0,0.0,75,broken clouds,2012-10-07 00:00:00,1233,0,Sunday,1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.4907018596280747,0.16936813186813188,Medium
None,275.73,0.0,0.0,90,overcast clouds,2012-10-07 03:00:00,323,3,Sunday,1,0.7071067811865476,0.7071067811865476,0,0,1,0,0,0,0,0,0,0,0,0,0.4850029994001204,0.04436813186813187,Low
None,275.65,0.0,0.0,90,overcast clouds,2012-10-07 04:00:00,312,4,Sunday,1,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.4838032393521294,0.04285714285714286,Low
None,275.51,0.0,0.0,75,broken clouds,2012-10-07 05:00:00,627,5,Sunday,1,0.9659258262890683,0.25881904510252074,0,0,1,0,0,0,0,0,0,0,0,0,0.4817036592681464,0.08612637362637363,Low
None,275.05,0.0,0.0,90,overcast clouds,2012-10-07 06:00:00,1508,6,Sunday,1,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0.4748050389922019,0.20714285714285716,Medium
None,274.77,0.0,0.0,90,overcast clouds,2012-10-07 07:00:00,1539,7,Sunday,1,0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.47060587882423505,0.2114010989010989,Medium
None,274.77,0.0,0.0,75,broken clouds,2012-10-07 08:00:00,2232,8,Sunday,1,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0.47060587882423505,0.3065934065934066,Medium
None,275.55,0.0,0.0,75,broken clouds,2012-10-07 09:00:00,4568,9,Sunday,1,0.7071067811865476,-0.7071067811865475,0,0,1,0,0,0,0,0,0,0,0,0,0.4823035392921419,0.6274725274725275,Medium
None,276.24,0.0,0.0,75,broken clouds,2012-10-07 10:00:00,4624,10,Sunday,1,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0,0.49265146970605905,0.6351648351648351,Medium
None,277.01,0.0,0.0,90,overcast clouds,2012-10-07 11:00:00,4529,11,Sunday,1,0.258819045102521,-0.9659258262890682,0,0,1,0,0,0,0,0,0,0,0,0,0.5041991601679664,0.6221153846153846,Medium
None,277.43,0.0,0.0,90,overcast clouds,2012-10-07 12:00:00,5139,12,Sunday,1,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.5104979004199163,0.7059065934065935,High
None,278.45,0.0,0.0,90,overcast clouds,2012-10-07 13:00:00,6640,13,Sunday,1,-0.2588190451025208,-0.9659258262890683,0,0,1,0,0,0,0,0,0,0,0,0,0.5257948410317936,0.9120879120879121,High
None,279.27,0.0,0.0,90,overcast clouds,2012-10-07 14:00:00,6589,14,Sunday,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.9050824175824176,High
None,279.27,0.0,0.0,90,overcast clouds,2012-10-07 15:00:00,4429,15,Sunday,1,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.6083791208791208,Medium
None,279.44,0.0,0.0,90,overcast clouds,2012-10-07 16:00:00,4329,16,Sunday,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0.540641871625675,0.5946428571428571,Medium
None,279.32,0.0,0.0,90,overcast clouds,2012-10-07 17:00:00,3833,17,Sunday,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,0,0,0,0,0,0,0.5388422315536893,0.526510989010989,Medium
None,279.27,0.0,0.0,90,overcast clouds,2012-10-07 18:00:00,4015,18,Sunday,1,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,0,0.5380923815236951,0.551510989010989,Medium
None,278.11,0.0,0.0,90,overcast clouds,2012-10-07 19:00:00,3382,19,Sunday,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,0.5206958608278348,0.4645604395604396,Medium
None,276.79,0.0,0.0,75,broken clouds,2012-10-07 20:00:00,2815,20,Sunday,1,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0.5008998200359933,0.3866758241758242,Medium
